receiver_ip,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,timestamp,ant,sig_len,rx_state,real_time,len,csi_data
192.168.4.4,00:4B:12:9B:47:81,-79,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,26064804,0,94,0,26.4447,256,[94 96 5 0 21 8 20 11 22 10 19 8 19 8 20 7 18 5 16 4 14 4 15 7 17 6 10 3 15 4 17 2 15 4 15 2 17 1 15 2 13 6 12 5 13 6 12 7 11 4 12 3 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 4 20 5 20 7 20 7 21 10 21 11 21 14 21 17 21 17 19 17 21 17 19 17 18 17 17 14 16 12 17 16 18 15 19 14 19 13 21 15 18 11 18 11 18 14 24 14 20 15 22 11 ]
192.168.4.5,00:4B:12:9B:47:81,-68,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20025866,0,94,0,20.4096,256,[94 96 5 0 -22 -15 -23 -16 -23 -15 -22 -14 -21 -13 -22 -14 -22 -13 -22 -13 -21 -11 -23 -10 -23 -9 -23 -8 -24 -8 -22 -8 -24 -9 -24 -9 -23 -8 -23 -10 -22 -9 -21 -11 -20 -11 -20 -10 -19 -11 -19 -11 -18 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 -4 -14 -6 -13 -7 -15 -9 -14 -10 -15 -11 -15 -11 -15 -13 -14 -14 -15 -14 -15 -15 -17 -15 -16 -15 -17 -15 -16 -17 -16 -16 -17 -16 -16 -14 -17 -16 -17 -15 -18 -15 -19 -16 -20 -16 -21 -15 -22 -16 -21 -16 ]
192.168.4.3,00:4B:12:9B:47:81,-73,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,27805438,0,94,0,28.2534,256,[94 96 5 0 -25 -8 -26 -5 -24 -5 -23 -4 -23 -5 -24 -2 -24 -5 -23 -2 -21 -4 -22 -1 -22 -1 -22 -1 -23 -1 -19 0 -22 -2 -23 -1 -21 -2 -21 -3 -18 -4 -20 -3 -18 -5 -17 -5 -18 -4 -17 -6 -16 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -17 -5 -19 -4 -19 -7 -20 -7 -20 -7 -21 -9 -20 -9 -20 -8 -20 -10 -22 -11 -22 -12 -21 -12 -21 -12 -21 -11 -20 -12 -21 -10 -23 -12 -20 -9 -23 -9 -21 -7 -24 -6 -25 -7 -23 -8 -25 -7 -26 -7 -27 -7 ]
192.168.4.4,00:4B:12:9B:47:81,-84,11,1,1,0,1,1,1,0,0,0,-97,1,1,0,26102702,0,94,0,26.4838,256,[94 96 5 0 -11 -13 -8 -17 -14 -7 -6 -17 -2 -4 0 -13 -4 -14 -8 -13 -3 -5 -3 -10 -3 -8 -3 -10 -3 -7 2 -8 -1 -7 -2 -7 -4 -6 -4 -13 0 -5 1 -6 -4 -4 -3 -3 3 -6 5 -3 6 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 -21 -14 -19 -14 -25 -14 -25 -8 -16 -7 -26 -11 -25 -7 -33 -8 -21 -1 -27 -14 -26 -2 -28 0 -29 -7 -19 -5 -27 -2 -21 -4 -18 -8 -29 -12 -21 -8 -23 -6 -18 -11 -23 -7 -17 -5 -9 -5 -23 -7 -18 ]
192.168.4.5,00:4B:12:9B:47:81,-70,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20074577,0,94,0,20.4585,256,[94 96 5 0 -20 20 -20 21 -19 20 -19 22 -17 20 -17 21 -16 21 -15 21 -13 21 -14 22 -13 22 -13 22 -12 23 -12 23 -13 23 -14 24 -12 23 -13 24 -14 22 -13 21 -14 19 -14 20 -15 19 -15 18 -16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 13 -6 12 -8 12 -9 12 -9 14 -12 14 -13 14 -13 14 -14 13 -16 14 -18 15 -18 12 -18 13 -18 13 -17 13 -18 14 -18 14 -17 15 -17 16 -19 15 -19 16 -19 17 -18 17 -20 18 -21 19 -20 19 ]
192.168.4.4,00:4B:12:9B:47:81,-85,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,26127515,0,94,0,26.5075,256,[94 96 5 0 12 -4 12 -2 13 0 13 -3 10 -5 11 -4 10 -5 6 -7 9 -5 10 -8 5 -5 8 -2 8 -3 4 -8 4 -5 7 -6 6 -7 6 -3 5 -4 2 -9 4 -4 5 -6 2 -7 2 -6 3 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 -11 14 -9 17 -10 19 -7 21 -8 19 -6 21 -7 22 -5 20 -3 26 -4 22 -9 24 -5 22 -1 17 -3 20 -2 16 -2 17 -1 21 -5 19 -7 19 -3 18 -3 17 4 18 0 18 -7 11 2 18 -5 ]
192.168.4.3,00:4B:12:9B:47:81,-77,11,1,1,0,1,1,1,0,0,0,-97,1,1,0,27859308,0,94,0,28.3075,256,[94 96 5 0 23 4 27 2 23 2 23 -1 21 0 21 -2 18 -2 16 -4 17 -1 17 -4 17 -3 15 -2 12 -4 13 -1 14 -4 14 -2 12 -1 11 3 8 -1 7 2 10 1 11 2 10 1 6 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 3 26 4 27 7 28 5 26 9 26 9 27 13 27 11 28 13 29 14 32 12 29 15 28 14 27 10 27 12 28 10 26 11 26 6 26 7 25 6 26 6 28 7 24 2 28 3 28 5 26 4 ]
192.168.4.5,00:4B:12:9B:47:81,-67,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20087715,0,94,0,20.4715,256,[94 96 5 0 24 -15 23 -14 23 -14 22 -15 22 -14 20 -16 20 -15 18 -16 18 -18 18 -17 16 -19 17 -19 16 -20 16 -20 15 -20 17 -20 16 -19 16 -18 15 -17 16 -17 16 -17 16 -16 17 -14 15 -14 16 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 -13 14 -12 15 -11 16 -10 16 -10 17 -9 19 -8 19 -8 21 -8 22 -7 22 -6 23 -7 23 -6 23 -7 22 -7 22 -8 22 -8 21 -10 23 -9 23 -10 23 -10 24 -12 23 -12 24 -13 24 -15 25 -13 ]
192.168.4.4,00:4B:12:9B:47:81,-89,11,1,1,0,1,1,1,0,0,0,-97,1,1,0,26141412,0,94,0,26.5213,256,[94 96 5 0 -2 2 -2 2 -2 2 1 1 4 -1 -3 5 -1 -2 0 4 2 -2 3 5 5 6 -2 2 3 4 1 4 7 2 5 -1 6 0 4 3 5 2 5 -1 9 0 5 -2 10 4 10 -2 8 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 -5 -17 -9 -16 -9 -17 -8 -14 -10 -16 -8 -15 -8 -12 -12 -14 -1 -10 -10 -12 -7 -10 -6 -11 -6 -10 -10 -8 -5 -11 -2 -12 -3 -11 -8 -8 -3 -9 -3 -11 -3 -12 -4 -6 -4 -8 -4 -7 -2 -13 -1 ]
192.168.4.3,00:4B:12:9B:47:81,-73,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,27872366,0,94,0,28.3204,256,[94 96 5 0 3 27 3 26 2 25 3 25 3 25 5 23 4 22 5 22 7 21 8 22 8 19 8 21 8 22 7 21 7 22 7 21 6 21 4 21 3 19 4 19 3 18 1 20 1 19 -1 17 -2 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 18 0 19 0 19 0 21 -2 21 -2 22 -1 22 -3 22 -5 25 -5 23 -5 25 -5 25 -5 25 -3 23 -3 23 -2 23 -1 24 -1 25 1 22 0 23 2 24 1 23 2 24 1 27 3 27 2 27 ]
192.168.4.4,00:4B:12:9B:47:81,-85,11,1,2,0,1,1,1,0,0,0,-97,1,1,0,26153448,0,94,0,26.5334,256,[94 96 5 0 12 -13 9 -11 6 -10 3 -9 8 -7 9 -10 4 -10 2 -9 5 -6 1 -4 1 -12 3 -5 3 -10 1 -7 3 -7 -1 -12 2 -11 -1 -9 5 -8 1 -11 1 -7 0 -9 9 -7 0 -13 -2 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 -21 4 -18 11 -18 11 -19 15 -19 15 -20 13 -17 17 -16 18 -15 15 -14 23 -12 23 -11 18 -12 15 -13 16 -13 20 -12 18 -9 15 -11 16 -13 15 -8 12 -9 12 -11 12 -11 11 -8 14 -13 4 -12 ]
192.168.4.5,00:4B:12:9B:47:81,-75,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20099965,0,94,0,20.4837,256,[94 96 5 0 24 11 26 11 21 11 24 11 22 11 22 10 20 10 23 9 23 7 24 4 24 7 23 6 26 5 23 2 25 4 22 3 23 4 24 6 21 6 23 6 20 5 18 7 21 6 19 6 19 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 -1 12 -1 11 1 13 1 14 3 14 4 16 4 15 7 14 8 16 7 18 11 17 9 19 8 17 11 17 11 16 11 19 12 20 11 19 11 19 11 23 11 21 10 22 11 23 13 24 13 26 12 ]
192.168.4.3,00:4B:12:9B:47:81,-75,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,27882242,0,94,0,28.3302,256,[94 96 5 0 7 25 11 26 10 22 11 23 11 21 12 21 12 20 11 20 12 18 12 18 14 16 13 15 13 16 14 14 15 17 13 18 16 16 11 17 13 14 11 17 10 15 11 14 10 14 11 15 8 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 13 10 17 8 17 6 18 6 18 8 22 5 20 6 22 4 20 4 21 4 22 4 22 2 24 3 24 4 23 4 24 6 24 6 22 5 24 6 20 10 23 8 21 7 22 7 25 9 25 7 26 ]
192.168.4.5,00:4B:12:9B:47:81,-73,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20141483,0,94,0,20.5252,256,[94 96 5 0 -2 29 3 30 2 26 2 26 5 26 3 23 3 22 4 24 7 23 8 23 8 22 9 21 6 22 11 21 12 20 11 21 8 19 10 19 10 21 8 21 6 17 7 16 7 18 8 16 6 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 16 5 19 1 19 1 19 2 20 -1 21 1 21 -1 22 -3 23 -3 24 -1 24 -6 27 -4 23 -5 25 -1 20 -4 22 -6 24 -2 27 -1 28 -2 26 -4 25 -2 24 -3 25 1 27 0 29 -2 26 ]
192.168.4.3,00:4B:12:9B:47:81,-71,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,27919331,0,94,0,28.3673,256,[94 96 5 0 23 5 25 6 23 4 25 2 22 3 22 2 21 1 19 0 19 0 22 0 19 -2 20 -2 21 -1 19 -1 20 -3 18 -1 18 1 18 0 19 -1 16 0 15 1 13 2 15 3 13 4 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 21 2 21 4 23 4 21 6 24 6 22 7 23 9 24 9 22 10 27 8 25 9 24 9 23 7 23 9 21 9 24 8 23 6 24 8 23 6 25 6 26 5 24 4 26 4 27 4 27 3 ]
192.168.4.4,00:4B:12:9B:47:81,-87,11,1,1,0,1,1,1,0,0,0,-97,1,1,0,26192753,0,94,0,26.5727,256,[94 96 5 0 5 11 0 9 1 13 0 7 2 11 0 13 2 10 4 12 3 12 2 5 4 5 8 9 5 9 4 8 8 8 4 6 8 8 2 9 7 10 4 6 2 10 4 6 3 8 5 8 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 11 0 15 -3 16 -2 18 -1 11 -3 16 -6 14 -9 15 -7 15 -3 13 -5 17 -2 14 -7 16 -10 12 -5 10 -6 17 -4 16 -1 14 -3 13 -7 12 0 15 -7 15 -4 14 2 11 -3 13 0 13 ]
192.168.4.5,00:4B:12:9B:47:81,-74,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20157255,0,94,0,20.5411,256,[94 96 5 0 -26 5 -28 4 -24 5 -25 5 -24 5 -24 6 -23 7 -23 5 -22 6 -21 8 -22 7 -19 11 -19 10 -18 10 -19 10 -19 10 -18 9 -17 10 -16 9 -16 8 -17 7 -16 8 -16 8 -17 7 -15 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 8 -13 7 -16 7 -17 8 -18 6 -18 5 -20 4 -19 5 -21 3 -21 4 -22 4 -23 2 -24 2 -22 2 -23 4 -24 1 -24 2 -24 1 -25 1 -24 2 -24 4 -26 4 -24 2 -27 4 -27 3 -28 1 ]
192.168.4.3,00:4B:12:9B:47:81,-74,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,27935174,0,94,0,28.3833,256,[94 96 5 0 -3 -27 -2 -28 -3 -27 -2 -26 -1 -27 -4 -26 -4 -23 -2 -26 -4 -24 -6 -25 -5 -24 -4 -24 -8 -24 -5 -23 -7 -25 -8 -24 -5 -22 -4 -24 -3 -23 -2 -23 -2 -21 -1 -22 -2 -21 2 -18 1 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -17 -1 -19 -1 -20 0 -21 1 -21 2 -21 2 -20 5 -22 2 -22 4 -23 4 -24 6 -24 5 -25 5 -22 5 -22 5 -24 4 -24 3 -25 1 -23 4 -24 -2 -24 2 -27 1 -25 0 -27 2 -29 -2 -29 ]
192.168.4.4,00:4B:12:9B:47:81,-85,11,1,1,0,1,1,1,0,0,0,-97,1,1,0,26215907,0,94,0,26.5959,256,[94 96 5 0 4 -8 6 -14 4 -11 -2 -13 0 -6 6 -11 -1 -6 -1 -6 3 -2 6 -8 -5 -5 5 -13 2 -9 1 -3 4 -8 -3 -3 1 -2 3 -5 -1 -1 1 -5 3 -5 6 -3 1 -5 0 -5 3 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 -17 11 -17 14 -18 12 -17 12 -14 18 -15 15 -13 14 -13 12 -17 12 -19 17 -15 17 -15 12 -15 10 -11 16 -16 10 -16 12 -14 7 -9 8 -13 9 -16 6 -12 14 -12 1 -11 4 -14 5 -17 9 -17 ]
192.168.4.3,00:4B:12:9B:47:81,-75,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,27948476,0,94,0,28.3965,256,[94 96 5 0 -8 -26 -10 -24 -9 -22 -10 -23 -8 -22 -10 -21 -9 -19 -10 -20 -11 -18 -12 -17 -12 -16 -13 -19 -15 -20 -11 -18 -13 -18 -12 -16 -10 -19 -8 -17 -8 -16 -7 -17 -6 -17 -8 -16 -6 -15 -6 -14 -3 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -22 -5 -23 -5 -26 -5 -26 -3 -26 -3 -26 -2 -25 -3 -27 -1 -25 -2 -28 -3 -25 -1 -27 -2 -26 -3 -27 -4 -25 -3 -26 -4 -24 -4 -26 -6 -24 -6 -25 -4 -25 -7 -26 -5 -23 -9 -25 -8 -24 -9 -25 ]
192.168.4.5,00:4B:12:9B:47:81,-68,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20170754,0,94,0,20.5545,256,[94 96 5 0 15 17 15 17 14 17 16 15 14 15 16 13 15 12 16 12 15 11 16 11 14 11 16 9 17 9 15 9 16 10 16 9 15 10 14 9 15 9 14 9 13 8 12 9 12 9 11 9 10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 9 13 10 13 11 12 12 12 13 12 15 12 15 12 16 11 16 11 18 11 19 10 20 10 19 10 18 9 18 10 19 10 18 12 18 12 18 12 17 13 17 14 17 12 17 14 19 14 19 15 19 ]
192.168.4.4,00:4B:12:9B:47:81,-76,11,1,2,0,1,1,1,0,0,0,-97,1,1,0,26233100,0,94,0,26.613,256,[94 96 5 0 -10 -22 -11 -22 -11 -20 -11 -20 -9 -20 -11 -19 -13 -18 -13 -17 -14 -18 -14 -17 -12 -15 -15 -15 -15 -16 -13 -14 -15 -16 -14 -14 -14 -16 -11 -16 -12 -15 -10 -15 -10 -14 -9 -14 -9 -13 -6 -13 -7 -13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 -19 -10 -21 -10 -22 -8 -24 -8 -24 -8 -25 -7 -25 -6 -24 -5 -24 -4 -26 -4 -26 -4 -27 -3 -24 -4 -26 -5 -24 -5 -26 -6 -22 -6 -23 -8 -24 -8 -25 -9 -23 -8 -24 -9 -23 -9 -24 -10 -25 -9 -24 ]
192.168.4.3,00:4B:12:9B:47:81,-77,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,27961712,0,94,0,28.4096,256,[94 96 5 0 13 19 16 23 16 20 17 22 15 22 16 20 17 16 15 15 15 14 15 19 13 15 13 15 16 15 14 15 15 18 12 18 13 16 13 16 10 15 9 17 6 15 5 12 5 14 3 16 4 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 12 16 11 19 12 19 12 20 13 20 11 22 11 21 12 24 10 21 9 25 9 24 6 25 10 22 10 23 13 26 8 23 11 21 11 21 10 19 14 21 15 21 12 19 15 22 17 25 20 22 ]
192.168.4.5,00:4B:12:9B:47:81,-70,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20185942,0,94,0,20.5696,256,[94 96 5 0 -1 -31 0 -29 0 -34 0 -28 -3 -30 -2 -27 -4 -27 -6 -26 -4 -26 -4 -30 -5 -26 -5 -27 -6 -27 -8 -26 -7 -24 -6 -28 -3 -22 -3 -23 -6 -25 -4 -21 -5 -21 -4 -23 -1 -21 -2 -20 0 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 -16 -7 -17 -5 -19 -4 -20 -5 -20 -5 -22 -3 -24 -2 -21 -4 -23 5 -24 4 -30 5 -26 3 -26 7 -25 2 -26 1 -28 0 -25 3 -29 0 -25 5 -26 1 -24 2 -29 2 -30 1 -30 2 -31 -1 -33 ]
192.168.4.3,00:4B:12:9B:47:81,-77,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,27975477,0,94,0,28.4235,256,[94 96 5 0 22 5 24 6 19 5 23 3 19 2 20 4 20 2 20 0 18 0 18 -1 18 -1 17 -1 22 -3 19 -1 18 1 17 -1 15 0 15 1 15 2 14 0 13 3 11 0 10 1 11 3 10 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 4 21 7 18 8 21 9 21 11 21 11 20 12 21 12 20 11 21 10 22 11 20 15 21 12 19 12 19 15 19 10 22 14 21 8 21 9 22 9 22 9 24 10 23 6 24 6 23 7 23 9 ]
192.168.4.5,00:4B:12:9B:47:81,-73,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20201599,0,94,0,20.5853,256,[94 96 5 0 -2 26 -1 28 0 24 2 22 0 22 -1 21 1 22 3 19 2 21 4 19 5 19 5 17 4 20 5 17 6 18 6 16 7 17 5 18 3 15 4 17 3 16 6 14 3 17 4 15 3 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 16 7 18 6 19 6 21 3 19 2 22 1 23 3 22 0 23 -1 23 -2 25 -2 25 -2 24 -3 24 -4 24 -2 24 -2 25 -2 22 -4 24 -2 25 -2 25 -2 24 1 24 -1 26 1 27 1 27 ]
192.168.4.4,00:4B:12:9B:47:81,-87,11,1,1,0,1,1,1,0,0,0,-97,1,1,0,26245937,0,94,0,26.6258,256,[94 96 5 0 -9 8 -5 8 -1 12 -6 9 -3 10 -6 8 -7 7 -3 6 -1 8 -4 9 -5 8 5 4 1 5 -1 7 -3 5 -2 4 -1 9 -5 2 -4 1 -3 2 -1 3 -4 4 0 2 -3 1 -3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 6 -15 9 -15 6 -19 7 -15 4 -16 3 -15 5 -16 7 -14 6 -21 5 -17 5 -16 6 -15 8 -17 7 -15 6 -13 10 -13 4 -8 7 -7 9 -15 9 -9 7 -4 8 -11 6 -12 10 -14 15 -10 10 ]
192.168.4.3,00:4B:12:9B:47:81,-72,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,27990913,0,94,0,28.4388,256,[94 96 5 0 6 25 6 27 5 25 6 24 8 25 5 24 7 23 8 22 9 21 11 21 9 21 8 21 10 21 10 22 10 22 9 21 9 21 8 22 7 20 7 20 5 17 6 19 4 20 4 19 1 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 17 1 17 2 18 1 19 1 20 -2 22 0 22 -1 21 0 23 -2 22 -2 24 -2 24 -2 24 -2 24 -1 22 -1 25 0 23 0 23 3 23 0 22 1 23 5 25 3 22 4 26 5 27 5 25 ]
192.168.4.5,00:4B:12:9B:47:81,-73,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20215642,0,94,0,20.5993,256,[94 96 5 0 -26 3 -26 3 -23 3 -24 3 -23 4 -21 4 -20 5 -20 5 -19 5 -20 5 -19 7 -18 8 -19 8 -16 6 -19 7 -17 7 -17 8 -16 7 -13 7 -15 7 -15 5 -14 7 -13 7 -13 5 -14 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -15 8 -14 6 -16 7 -18 7 -18 5 -19 5 -20 3 -21 2 -21 1 -22 2 -24 1 -25 -1 -24 -1 -23 0 -23 -1 -23 -1 -24 0 -22 0 -25 1 -24 2 -26 1 -24 3 -23 2 -25 3 -27 2 -27 2 ]
192.168.4.4,00:4B:12:9B:47:81,-87,11,1,1,0,1,1,1,0,0,0,-97,1,1,0,26268253,0,94,0,26.6482,256,[94 96 5 0 -6 -11 -8 -11 -2 -11 -6 -11 -2 -13 -5 -14 -6 -14 -4 -12 -6 -9 -10 -11 -10 -12 -9 -13 -12 -14 -10 -11 -13 -12 -14 -15 -10 -13 -8 -12 -11 -15 -9 -19 -11 -16 -7 -15 -8 -12 -5 -13 -4 -13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 -1 5 1 5 1 3 3 0 0 5 3 1 0 3 0 1 -1 3 -1 1 2 1 -6 0 0 -1 -4 1 0 4 -8 3 -3 2 -5 0 -9 0 -8 4 -8 1 -7 -3 -6 1 -6 -4 -13 -3 -11 ]
192.168.4.3,00:4B:12:9B:47:81,-76,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,28001028,0,94,0,28.449,256,[94 96 5 0 -7 21 -8 22 -8 19 -6 20 -7 19 -5 18 -4 18 -2 22 -4 19 -1 19 -2 19 -2 18 0 20 -2 18 -2 20 -2 21 1 19 -2 17 -2 16 -2 18 -5 17 -4 17 -2 17 -4 17 -6 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 19 -5 20 -8 20 -9 21 -10 18 -11 20 -10 21 -11 21 -12 19 -12 19 -13 21 -11 20 -13 21 -14 18 -12 19 -13 19 -10 20 -11 19 -12 18 -14 22 -9 20 -11 22 -10 21 -9 21 -9 21 -10 23 ]
192.168.4.4,00:4B:12:9B:47:81,-82,11,1,2,0,1,1,1,0,0,0,-97,1,1,0,26289596,0,94,0,26.6695,256,[94 96 5 0 3 13 2 17 11 15 6 11 10 8 2 13 9 9 4 13 7 14 8 7 12 9 14 2 11 6 10 8 14 7 6 3 15 7 11 5 15 8 9 7 13 3 14 9 7 3 11 7 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 24 0 24 0 23 -1 26 -6 21 -2 24 -2 22 -6 19 -9 27 -6 24 -3 28 -9 20 -2 22 -7 20 -9 23 -10 22 0 16 -1 18 -3 20 6 23 2 9 -2 17 5 18 0 24 5 21 0 23 ]
192.168.4.3,00:4B:12:9B:47:81,-81,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,28023283,0,94,0,28.4713,256,[94 96 5 0 18 -13 14 -5 19 -7 20 -10 14 -10 16 -15 14 -11 16 -17 14 -17 17 -16 13 -13 12 -14 16 -13 18 -14 12 -13 12 -15 19 -14 13 -13 15 -12 20 -12 14 -11 13 -7 14 -7 15 -6 14 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 -6 15 -4 14 -7 17 -4 17 -3 18 -7 16 -4 20 -8 20 -5 16 -1 19 -3 19 0 20 -7 18 -1 18 0 16 -9 18 0 20 -9 18 -8 22 -7 15 -10 18 -11 14 -9 12 -13 17 -10 22 -14 ]
192.168.4.5,00:4B:12:9B:47:81,-71,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20234637,0,94,0,20.6183,256,[94 96 5 0 -15 23 -10 23 -12 24 -21 20 -10 20 -12 23 -8 9 -8 22 -7 20 -3 24 -7 20 -5 22 -6 24 -4 19 -6 21 -5 20 -4 21 -4 17 -4 15 -4 17 -4 17 -3 16 -3 15 -4 16 -5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 18 -5 18 -5 19 -8 18 -10 17 -12 18 -12 19 -12 20 -14 17 -14 18 -14 19 -17 19 -17 18 -17 18 -19 19 -19 22 -16 19 -14 21 -12 33 -16 18 -12 19 -24 22 -12 22 -15 24 -13 17 -15 27 ]
192.168.4.4,00:4B:12:9B:47:81,-82,11,1,2,0,1,1,0,0,0,0,-97,0,1,0,26310451,0,94,0,26.6905,256,[94 96 5 0 18 -3 20 -4 18 -3 22 -4 22 -5 20 -7 17 -8 14 -2 17 -8 12 -6 13 -9 14 -12 20 -16 15 -13 16 -8 16 -8 13 -9 14 -10 15 -9 17 -6 13 -7 14 -8 11 -6 14 -6 16 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 19 2 21 5 22 6 21 5 27 10 24 10 20 7 21 10 20 12 24 8 22 11 21 8 24 10 22 8 19 10 21 9 19 7 18 6 23 6 22 7 23 3 21 2 23 2 25 6 21 3 ]
192.168.4.4,00:4B:12:9B:47:81,-79,11,1,4,0,1,1,0,0,0,0,-97,0,1,0,26341122,0,94,0,26.721,256,[94 96 5 0 -23 -16 -19 -20 -24 -16 -21 -17 -21 -16 -23 -11 -19 -12 -18 -11 -19 -12 -25 -10 -21 -9 -18 -11 -19 -8 -21 -11 -21 -8 -20 -10 -23 -9 -18 -10 -15 -9 -18 -9 -15 -11 -15 -12 -14 -9 -12 -12 -10 -13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 -10 -17 -11 -19 -14 -16 -16 -18 -17 -15 -16 -17 -17 -19 -18 -15 -19 -15 -20 -15 -25 -17 -21 -18 -19 -13 -21 -17 -19 -19 -23 -18 -21 -18 -20 -18 -18 -18 -17 -20 -16 -22 -18 -23 -21 -23 -14 -22 -18 -20 -18 ]
